host_monotonic_ns,host_dt_ms,sensor_ms,sensor_dt_ms,gravity_x,gravity_y,gravity_z,gravity_norm,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_mps2,accel_y_mps2,accel_z_mps2,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,temp_c
76008449167511,10.121743,45809.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4320492,0.6962721499999999,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008459162337,9.994826,45819.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4320492,0.6864655000000001,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008469044962,9.882625,45829.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6864655000000001,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008479022205,9.977243,45839.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008489067112,10.044907,45849.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6962721499999999,9.492837199999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008499029750,9.962638,45859.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6864655000000001,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008509130208,10.100458,45869.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4320492,0.7060787999999999,9.492837199999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008519168612,10.038404,45879.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008529133057,9.964445,45889.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6864655000000001,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008539159344,10.026287,45899.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6864655000000001,9.492837199999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
